Fecha	PrecEfec	PrecAcum
20/12/2012	33.5	44.9
19/12/2012	0.1	0.1
18/12/2012	19.3	20.1
17/12/2012	0	0
16/12/2012	18.7	19.4
15/12/2012	0	0
14/12/2012	0	0
13/12/2012	0	0
12/12/2012	30.8	44.1
11/12/2012	0	0
10/12/2012	20.4	21.9
9/12/2012	0	0
8/12/2012	0	0
7/12/2012	44.4	65.9
6/12/2012	0	0
5/12/2012	0	0
4/12/2012	0.4	0.4
3/12/2012	9.4	9.4
2/12/2012	0	0
1/12/2012	0	0
30/11/2012	0	0
29/11/2012	0	0
28/11/2012	0	0
27/11/2012	0	0
26/11/2012	0	0
25/11/2012	0	0
24/11/2012	0	0
23/11/2012	0	0
22/11/2012	18.9	19.1
21/11/2012	0	0
20/11/2012	0	0
19/11/2012	0	0
18/11/2012	1.4	1.4
17/11/2012	0	0
16/11/2012	0	0
15/11/2012	0	0
14/11/2012	0	0
13/11/2012	0	0
12/11/2012	0	0
11/11/2012	0	0
10/11/2012	33.8	38
9/11/2012	0	0
8/11/2012	0	0
7/11/2012	0	0
6/11/2012	0	0
5/11/2012	0	0
4/11/2012	0	0
3/11/2012	0	0
2/11/2012	0	0
1/11/2012	0	0
31/10/2012	1.7	1.7
30/10/2012	0	0
29/10/2012	6.5	6.5
28/10/2012	0	0
27/10/2012	0	0
26/10/2012	0	0
25/10/2012	0	0
24/10/2012	0	0
23/10/2012	0.1	0.1
22/10/2012	32	38
21/10/2012	0	0
20/10/2012	6.2	6.2
19/10/2012	1.4	1.4
18/10/2012	0	0
17/10/2012	0	0
16/10/2012	0.7	0.7
15/10/2012	21	22.7
14/10/2012	0	0
13/10/2012	0	0
12/10/2012	0	0
11/10/2012	0	0
10/10/2012	0	0
9/10/2012	48.1	158
8/10/2012	46.7	128.4
7/10/2012	37	77.5
6/10/2012	36.9	45.3
5/10/2012	0.2	0.2
4/10/2012	0	0
3/10/2012	0	0
2/10/2012	12.9	13.1
1/10/2012	0.2	0.2
30/09/2012	0	0
29/09/2012	0	0
28/09/2012	0	0
27/09/2012	0	0
26/09/2012	0	0
25/09/2012	0	0
24/09/2012	0	0
23/09/2012	0	0
22/09/2012	0	0
21/09/2012	0	0
20/09/2012	0	0
19/09/2012	1.5	1.5
18/09/2012	20.7	21.7
17/09/2012	15.2	15.3
16/09/2012	0	0
15/09/2012	0	0
14/09/2012	0	0
13/09/2012	0	0
12/9/2012	0	0
11/9/2012	0	0
10/9/2012	0	0
9/9/2012	0	0
8/9/2012	0	0
7/9/2012	4.9	4.9
6/9/2012	26.7	30.4
5/9/2012	7.6	7.6
4/9/2012	0	0
3/9/2012	0	0
2/9/2012	0	0
1/9/2012	0	0
31/08/2012	0	0
30/08/2012	0	0
29/08/2012	0	0
28/08/2012	0	0
27/08/2012	0	0
26/08/2012	0	0
25/08/2012	0	0
24/08/2012	8.9	8.9
23/08/2012	0	0
22/08/2012	0	0
21/08/2012	0	0
20/08/2012	26	45.3
19/08/2012	29.2	53.6
18/08/2012	34.7	58.5
17/08/2012	24.5	26.3
16/08/2012	0	0
15/08/2012	1.4	1.4
14/08/2012	0	0
13/08/2012	0	0
12/8/2012	19.8	20
11/8/2012	0	0
10/8/2012	0	0
9/8/2012	0	0
8/8/2012	0	0
7/8/2012	2	2
6/8/2012	0	0
5/8/2012	0	0
4/8/2012	0	0
3/8/2012	0	0
2/8/2012	0	0
1/8/2012	0	0
31/07/2012	0	0
30/07/2012	0	0
29/07/2012	0	0
28/07/2012	0	0
27/07/2012	0	0
26/07/2012	0	0
25/07/2012	0	0
24/07/2012	0	0
23/07/2012	0	0
22/07/2012	0	0
21/07/2012	0	0
20/07/2012	0	0
19/07/2012	0	0
18/07/2012	0	0
17/07/2012	0	0
16/07/2012	0	0
15/07/2012	0	0
14/07/2012	0	0
13/07/2012	0	0
12/7/2012	0	0
11/7/2012	0	0
10/7/2012	0	0
9/7/2012	0	0
8/7/2012	0	0
7/7/2012	0	0
6/7/2012	0	0
5/7/2012	0	0
4/7/2012	9.2	9.2
3/7/2012	0	0
2/7/2012	4.8	4.8
1/7/2012	0	0
30/06/2012	0	0
29/06/2012	0	0
28/06/2012	0	0
27/06/2012	0	0
26/06/2012	0	0
25/06/2012	0	0
24/06/2012	0	0
23/06/2012	0	0
22/06/2012	0	0
21/06/2012	0	0
20/06/2012	0	0
19/06/2012	0	0
18/06/2012	0	0
17/06/2012	2.8	2.8
16/06/2012	0.4	0.4
15/06/2012	4.1	4.1
14/06/2012	0	0
13/06/2012	0.2	0.2
12/6/2012	0	0
11/6/2012	0	0
10/6/2012	0	0
9/6/2012	0	0
8/6/2012	0	0
7/6/2012	0	0
6/6/2012	0	0
5/6/2012	0	0
4/6/2012	0	0
3/6/2012	0	0
2/6/2012	0	0
1/6/2012	0	0
31/05/2012	0	0
30/05/2012	0	0
29/05/2012	0	0
28/05/2012	0	0
27/05/2012	0.3	0.3
26/05/2012	0	0
25/05/2012	0	0
24/05/2012	0	0
23/05/2012	16.9	17
22/05/2012	0	0
21/05/2012	0.9	0.9
20/05/2012	0	0
19/05/2012	2.3	2.3
18/05/2012	0	0
17/05/2012	0	0
16/05/2012	0	0
15/05/2012	0	0
14/05/2012	0	0
13/05/2012	0	0
12/5/2012	0	0
11/5/2012	0.2	0.2
10/5/2012	1.8	1.8
9/5/2012	0	0
8/5/2012	0	0
7/5/2012	0	0
6/5/2012	0	0
5/5/2012	0	0
4/5/2012	0	0
3/5/2012	0	0
2/5/2012	0	0
1/5/2012	0	0
30/04/2012	0	0
29/04/2012	1	1
28/04/2012	1	1
27/04/2012	0	0
26/04/2012	0	0
25/04/2012	0.2	0.2
24/04/2012	0	0
23/04/2012	0	0
22/04/2012	0	0
21/04/2012	0	0
20/04/2012	0	0
19/04/2012	4	4
18/04/2012	0	0
17/04/2012	0	0
16/04/2012	0	0
15/04/2012	0	0
14/04/2012	0	0
13/04/2012	1	1
12/4/2012	0	0
11/4/2012	0.4	0.4
10/4/2012	13.6	13.6
9/4/2012	0	0
8/4/2012	0	0
7/4/2012	0	0
6/4/2012	0	0
5/4/2012	33.5	40.2
4/4/2012	0	0
3/4/2012	0	0
2/4/2012	0	0
1/4/2012	0	0
31/03/2012	0	0
30/03/2012	0	0
29/03/2012	0	0
28/03/2012	0	0
27/03/2012	0	0
26/03/2012	2	2
25/03/2012	11.2	11.2
24/03/2012	0	0
23/03/2012	0	0
22/03/2012	0	0
21/03/2012	0	0
20/03/2012	14.1	14.3
19/03/2012	0	0
18/03/2012	0	0
17/03/2012	0	0
16/03/2012	0	0
15/03/2012	0	0
14/03/2012	0	0
13/03/2012	37.3	45.9
12/3/2012	0	0
11/3/2012	0	0
10/3/2012	0	0
9/3/2012	0	0
8/3/2012	0	0
7/3/2012	0	0
6/3/2012	0.6	0.6
5/3/2012	0	0
4/3/2012	0	0
3/3/2012	0	0
2/3/2012	0	0
1/3/2012	7.4	7.4
29/02/2012	18	26.9
28/02/2012	50.6	124
27/02/2012	0	0
26/02/2012	0	0
25/02/2012	0	0
24/02/2012	0	0
23/02/2012	0	0
22/02/2012	0	0
21/02/2012	0	0
20/02/2012	52.2	102
19/02/2012	0	0
18/02/2012	0	0
17/02/2012	0	0
16/02/2012	0	0
15/02/2012	0	0
14/02/2012	0	0
13/02/2012	0	0
12/2/2012	0	0
11/2/2012	0	0
10/2/2012	0	0
9/2/2012	0	0
8/2/2012	0	0
7/2/2012	12.1	12.1
6/2/2012	0	0
5/2/2012	26.8	33.9
4/2/2012	4.1	4.1
3/2/2012	29.5	34.3
2/2/2012	11	11
1/2/2012	3.5	3.5
31/01/2012	0	0
30/01/2012	0	0
29/01/2012	0	0
28/01/2012	0	0
27/01/2012	0	0
26/01/2012	0	0
25/01/2012	0	0
24/01/2012	24.7	26.5
23/01/2012	0	0
22/01/2012	0	0
21/01/2012	0	0
20/01/2012	0	0
19/01/2012	0	0
18/01/2012	0	0
17/01/2012	0	0
16/01/2012	0	0
15/01/2012	0	0
14/01/2012	0	0
13/01/2012	0	0
12/1/2012	0.8	0.8
11/1/2012	0	0
10/1/2012	0	0
9/1/2012	0	0
8/1/2012	0	0
7/1/2012	0	0
6/1/2012	0	0
5/1/2012	0	0
4/1/2012	0	0
3/1/2012	0	0
2/1/2012	0	0
1/1/2012	0	0
31/12/2011	0	0
30/12/2011	0	0
29/12/2011	0	0
28/12/2011	0	0
27/12/2011	0	0
26/12/2011	0	0
25/12/2011	0	0
24/12/2011	6.1	6.1
23/12/2011	21	22.7
22/12/2011	23.3	23.6
21/12/2011	2.2	2.2
20/12/2011	0	0
19/12/2011	0	0
18/12/2011	0	0
17/12/2011	0.3	0.3
16/12/2011	0	0
15/12/2011	0	0
14/12/2011	0	0
13/12/2011	0	0
12/12/2011	0	0
11/12/2011	0	0
10/12/2011	0	0
9/12/2011	0	0
8/12/2011	0	0
7/12/2011	0	0
6/12/2011	1	1.01
5/12/2011	0	0
4/12/2011	0	0
3/12/2011	0	0
2/12/2011	0	0
1/12/2011	0	0
30/11/2011	18	18.2
29/11/2011	0	0
28/11/2011	0	0
27/11/2011	0	0
26/11/2011	0	0
25/11/2011	0	0
24/11/2011	0	0
23/11/2011	0	0
22/11/2011	0	0
21/11/2011	20.4	21.3
20/11/2011	10.5	10.5
19/11/2011	0	0
18/11/2011	0	0
17/11/2011	0	0
16/11/2011	0	0
15/11/2011	0	0
14/11/2011	0	0
13/11/2011	0	0
12/11/2011	0	0
11/11/2011	0	0
10/11/2011	0	0
9/11/2011	35.3	42.9
8/11/2011	0	0
7/11/2011	0	0
6/11/2011	0	0
5/11/2011	0	0
4/11/2011	3	3
3/11/2011	0	0
2/11/2011	0	0
1/11/2011	0	0
31/10/2011	0	0
30/10/2011	0	0
29/10/2011	0	0
28/10/2011	0	0
27/10/2011	0	0
26/10/2011	0	0
25/10/2011	0.4	0.4
24/10/2011	18	18.8
23/10/2011	6.5	6.5
22/10/2011	29.4	32.4
21/10/2011	0	0
20/10/2011	0	0
19/10/2011	0	0
18/10/2011	0	0
17/10/2011	0	0
16/10/2011	0	0
15/10/2011	0	0
14/10/2011	0	0
13/10/2011	0	0
12/10/2011	31.6	41.6
11/10/2011	0	0
10/10/2011	0	0
9/10/2011	0	0
8/10/2011	43.8	64.5
7/10/2011	0	0
6/10/2011	0	0
5/10/2011	6	6
4/10/2011	0	0
3/10/2011	0	0
2/10/2011	0	0
1/10/2011	24.9	27.9
30/09/2011	11	11
29/09/2011	0	0
28/09/2011	0	0
27/09/2011	0	0
26/09/2011	0	0
25/09/2011	0	0
24/09/2011	0	0
23/09/2011	0	0
22/09/2011	0	0
21/09/2011	0	0
20/09/2011	0	0
19/09/2011	0	0
18/09/2011	0	0
17/09/2011	23.5	23.8
16/09/2011	0	0
15/09/2011	0	0
14/09/2011	0	0
13/09/2011	0	0
12/9/2011	0	0
11/9/2011	0	0
10/9/2011	0	0
9/9/2011	0	0
8/9/2011	0	0
7/9/2011	0	0
6/9/2011	0	0
5/9/2011	0	0
4/9/2011	0	0
3/9/2011	0	0
2/9/2011	0	0
1/9/2011	0	0
31/08/2011	0	0
30/08/2011	0	0
29/08/2011	0	0
28/08/2011	3.6	3.6
27/08/2011	0	0
26/08/2011	0	0
25/08/2011	0	0
24/08/2011	0	0
23/08/2011	0	0
22/08/2011	0	0
21/08/2011	0	0
20/08/2011	0.8	0.8
19/08/2011	2.5	2.5
18/08/2011	0	0
17/08/2011	4.9	4.9
16/08/2011	1.5	1.5
15/08/2011	0	0
14/08/2011	0	0
13/08/2011	0	0
12/8/2011	0	0
11/8/2011	0	0
10/8/2011	0	0
9/8/2011	0	0
8/8/2011	0	0
7/8/2011	0	0
6/8/2011	0	0
5/8/2011	0	0
4/8/2011	0	0
3/8/2011	1.5	1.5
2/8/2011	42.5	61.8
1/8/2011	1.3	1.3
31/07/2011	0	0
30/07/2011	0.5	0.5
29/07/2011	0	0
28/07/2011	0.6	0.6
27/07/2011	0	0
26/07/2011	9.3	9.3
25/07/2011	0	0
24/07/2011	0	0
23/07/2011	0	0
22/07/2011	0	0
21/07/2011	0	0
20/07/2011	0	0
19/07/2011	3	3
18/07/2011	0	0
17/07/2011	0	0
16/07/2011	40.1	50.5
15/07/2011	0	0
14/07/2011	9.2	9.2
13/07/2011	0	0
12/7/2011	0	0
11/7/2011	0	0
10/7/2011	0.3	0.3
9/7/2011	0	0
8/7/2011	0	0
7/7/2011	0	0
6/7/2011	0	0
5/7/2011	0	0
4/7/2011	0	0
3/7/2011	0	0
2/7/2011	0	0
1/7/2011	0	0
30/06/2011	0	0
29/06/2011	0	0
28/06/2011	0	0
27/06/2011	0	0
26/06/2011	0	0
25/06/2011	0	0
24/06/2011	0	0
23/06/2011	4	4
22/06/2011	0	0
21/06/2011	1.1	1.1
20/06/2011	9.1	9.1
19/06/2011	1.2	1.2
18/06/2011	0	0
17/06/2011	0	0
16/06/2011	22.2	22.5
15/06/2011	0	0
14/06/2011	0	0
13/06/2011	0	0
12/6/2011	0	0
11/6/2011	0	0
10/6/2011	0	0
9/6/2011	0	0
8/6/2011	0	0
7/6/2011	26.6	28.8
6/6/2011	0	0
5/6/2011	0	0
4/6/2011	0	0
3/6/2011	0	0
2/6/2011	0	0
1/6/2011	0	0
31/05/2011	0	0
30/05/2011	0	0
29/05/2011	0	0
28/05/2011	0	0
27/05/2011	0	0
26/05/2011	0	0
25/05/2011	42.3	69.3
24/05/2011	12	12
23/05/2011	0	0
22/05/2011	0	0
21/05/2011	0	0
20/05/2011	0	0
19/05/2011	0	0
18/05/2011	0	0
17/05/2011	0	0
16/05/2011	0	0
15/05/2011	0	0
14/05/2011	12.5	12.7
13/05/2011	0	0
12/5/2011	0	0
11/5/2011	0	0
10/5/2011	0	0
9/5/2011	0	0
8/5/2011	0	0
7/5/2011	0	0
6/5/2011	0	0
5/5/2011	0	0
4/5/2011	0	0
3/5/2011	0	0
2/5/2011	2.8	2.8
1/5/2011	0.3	0.3
30/04/2011	50.3	79.5
29/04/2011	0	0
28/04/2011	0	0
27/04/2011	0	0
26/04/2011	0	0
25/04/2011	0	0
24/04/2011	0	0
23/04/2011	3.1	3.1
22/04/2011	0	0
21/04/2011	11.1	11.1
20/04/2011	40.8	65.7
19/04/2011	0	0
18/04/2011	15.9	16.2
17/04/2011	13.6	13.6
16/04/2011	19.5	19.7
15/04/2011	1.6	1.6
14/04/2011	1.5	1.5
13/04/2011	0	0
12/4/2011	0	0
11/4/2011	0	0
10/4/2011	0	0
9/4/2011	0	0
8/4/2011	0	0
7/4/2011	0	0
6/4/2011	0	0
5/4/2011	0	0
4/4/2011	0	0
3/4/2011	0	0
2/4/2011	0	0
1/4/2011	0	0
31/03/2011	0	0
30/03/2011	0	0
29/03/2011	0	0
28/03/2011	0	0
27/03/2011	0	0
26/03/2011	39.4	55.6
25/03/2011	2	2
24/03/2011	22.7	23
23/03/2011	2.3	2.3
22/03/2011	2.3	2.3
21/03/2011	0	0
20/03/2011	0	0
19/03/2011	0	0
18/03/2011	0	0
17/03/2011	5.6	5.6
16/03/2011	0	0
15/03/2011	0	0
14/03/2011	0	0
13/03/2011	21.3	21.5
12/3/2011	0	0
11/3/2011	0	0
10/3/2011	5	5
9/3/2011	5	5
8/3/2011	0	0
7/3/2011	0	0
6/3/2011	0	0
5/3/2011	0	0
4/3/2011	0	0
3/3/2011	0	0
2/3/2011	0	0
1/3/2011	0	0
28/02/2011	0	0
27/02/2011	0	0
26/02/2011	0	0
25/02/2011	0	0
24/02/2011	0.5	0.5
23/02/2011	4.5	4.5
22/02/2011	19	19.2
21/02/2011	0	0
20/02/2011	0	0
19/02/2011	3	3
18/02/2011	0	0
17/02/2011	0	0
16/02/2011	0	0
15/02/2011	0	0
14/02/2011	0	0
13/02/2011	0	0
12/2/2011	11.7	11.7
11/2/2011	0	0
10/2/2011	0	0
9/2/2011	0.6	0.6
8/2/2011	11.3	11.3
7/2/2011	30.5	33.7
6/2/2011	0	0
5/2/2011	0	0
4/2/2011	0	0
3/2/2011	0	0
2/2/2011	0	0
1/2/2011	0	0
31/01/2011	14.5	14.6
30/01/2011	0	0
29/01/2011	0	0
28/01/2011	0	0
27/01/2011	0	0
26/01/2011	4	4
25/01/2011	0	0
24/01/2011	0	0
23/01/2011	0	0
22/01/2011	0	0
21/01/2011	0	0
20/01/2011	14.3	14.4
19/01/2011	0	0
18/01/2011	0	0
17/01/2011	11.3	11.3
16/01/2011	0	0
15/01/2011	0	0
14/01/2011	0	0
13/01/2011	0	0
12/1/2011	0	0
11/1/2011	0	0
10/1/2011	0	0
9/1/2011	0	0
8/1/2011	0.3	0.3
7/1/2011	0	0
6/1/2011	0	0
5/1/2011	0	0
4/1/2011	1.3	1.3
3/1/2011	0	0
2/1/2011	0	0
1/1/2011	2.5	2.5
31/12/2010	0	0
30/12/2010	0	0
29/12/2010	0	0
28/12/2010	0	0
27/12/2010	0	0
26/12/2010	0	0
25/12/2010	7	7
24/12/2010	24.1	25.8
23/12/2010	0	0
22/12/2010	0	0
21/12/2010	0	0
20/12/2010	13.9	13.9
19/12/2010	7.6	7.6
18/12/2010	0	0
17/12/2010	0	0
16/12/2010	0	0
15/12/2010	0	0
14/12/2010	0	0
13/12/2010	2.5	2.5
12/12/2010	3.5	3.5
11/12/2010	0	0
10/12/2010	0	0
9/12/2010	0	0
8/12/2010	0	0
7/12/2010	0	0
6/12/2010	0	0
5/12/2010	0	0
4/12/2010	0	0
3/12/2010	0	0
2/12/2010	0	0
1/12/2010	0	0
30/11/2010	0	0
29/11/2010	0	0
28/11/2010	8.6	8.6
27/11/2010	0	0
26/11/2010	0	0
25/11/2010	0	0
24/11/2010	0	0
23/11/2010	0	0
22/11/2010	0	0
21/11/2010	0	0
20/11/2010	3	3
19/11/2010	0	0
18/11/2010	0	0
17/11/2010	0	0
16/11/2010	0	0
15/11/2010	0	0
14/11/2010	0	0
13/11/2010	0	0
12/11/2010	0	0
11/11/2010	0	0
10/11/2010	0	0
9/11/2010	31.9	35.5
8/11/2010	0	0
7/11/2010	0	0
6/11/2010	0	0
5/11/2010	1	1
4/11/2010	0	0
3/11/2010	0	0
2/11/2010	0	0
1/11/2010	0	0
31/10/2010	0	0
30/10/2010	12.2	12.2
29/10/2010	1.7	1.7
28/10/2010	0	0
27/10/2010	0	0
26/10/2010	0	0
25/10/2010	0	0
24/10/2010	0	0
23/10/2010	0	0
22/10/2010	0	0
21/10/2010	0	0
20/10/2010	0	0
19/10/2010	0	0
18/10/2010	0	0
17/10/2010	0	0
16/10/2010	0	0
15/10/2010	0	0
14/10/2010	25.4	27.3
13/10/2010	0	0
12/10/2010	0	0
11/10/2010	0	0
10/10/2010	0	0
9/10/2010	0	0
8/10/2010	3.6	3.6
7/10/2010	4.6	4.6
6/10/2010	4.6	4.6
5/10/2010	0	0
4/10/2010	0	0
3/10/2010	0	0
2/10/2010	0	0
1/10/2010	0	0
30/09/2010	0	0
29/09/2010	0	0
28/09/2010	0	0
27/09/2010	0	0
26/09/2010	0	0
25/09/2010	0	0
24/09/2010	0	0
23/09/2010	0	0
22/09/2010	0	0
21/09/2010	0	0
20/09/2010	0	0
19/09/2010	0	0
18/09/2010	0	0
17/09/2010	0	0
16/09/2010	0	0
15/09/2010	0	0
14/09/2010	0	0
13/09/2010	22	23.2
12/9/2010	0.8	0.8
11/9/2010	14.5	14.6
10/9/2010	0	0
9/9/2010	0	0
8/9/2010	0	0
7/9/2010	0	0
6/9/2010	0	0
5/9/2010	0.6	0.6
4/9/2010	0.7	0.7
3/9/2010	7.2	7.2
2/9/2010	7.2	7.2
1/9/2010	22.6	27.4
31/08/2010	15.5	15.6
30/08/2010	15.5	15.6
29/08/2010	0	0
28/08/2010	0	0
27/08/2010	0	0
26/08/2010	0	0
25/08/2010	0	0
24/08/2010	0	0
23/08/2010	0	0
22/08/2010	0	0
21/08/2010	0	0
20/08/2010	0	0
19/08/2010	0	0
18/08/2010	0	0
17/08/2010	0	0
16/08/2010	0	0
15/08/2010	0	0
14/08/2010	0	0
13/08/2010	18.8	19
12/8/2010	4.2	4.2
11/8/2010	0	0
10/8/2010	0	0
9/8/2010	0	0
8/8/2010	0	0
7/8/2010	0	0
6/8/2010	0	0
5/8/2010	0	0
4/8/2010	0	0
3/8/2010	0	0
2/8/2010	0	0
1/8/2010	0	0
31/07/2010	0	0
30/07/2010	13.6	13.8
29/07/2010	0	0
28/07/2010	0	0
27/07/2010	0	0
26/07/2010	0	0
25/07/2010	7.9	7.9
24/07/2010	0	0
23/07/2010	0	0
22/07/2010	0	0
21/07/2010	0	0
20/07/2010	0	0
19/07/2010	0.8	0.8
18/07/2010	10.6	10.6
17/07/2010	12.3	12.5
16/07/2010	0	0
15/07/2010	0	0
14/07/2010	0	0
13/07/2010	0	0
12/7/2010	0	0
11/7/2010	0	0
10/7/2010	0	0
9/7/2010	0	0
8/7/2010	0	0
7/7/2010	0	0
6/7/2010	25.3	27.2
5/7/2010	0	0
4/7/2010	0	0
3/7/2010	0	0
2/7/2010	0	0
1/7/2010	0	0
30/06/2010	1.1	1.1
29/06/2010	1.1	1.1
28/06/2010	0	0
27/06/2010	11	11
26/06/2010	0	0
25/06/2010	0	0
24/06/2010	0	0
23/06/2010	1.2	1.2
22/06/2010	0	0
21/06/2010	0	0
20/06/2010	0	0
19/06/2010	1.6	1.6
18/06/2010	0.2	0.2
17/06/2010	1.2	1.2
16/06/2010	1.2	1.2
15/06/2010	0.8	0.8
14/06/2010	0	0
13/06/2010	0	0
12/6/2010	6.5	6.5
11/6/2010	0	0
10/6/2010	0	0
9/6/2010	0	0
8/6/2010	0	0
7/6/2010	0	0
6/6/2010	0	0
5/6/2010	0	0
4/6/2010	0	0
3/6/2010	0	0
2/6/2010	0	0
1/6/2010	0	0
31/05/2010	0	0
30/05/2010	0	0
29/05/2010	23.5	25
28/05/2010	14	14.2
27/05/2010	0	0
26/05/2010	0	0
25/05/2010	0	0
24/05/2010	0.5	0.5
23/05/2010	16.2	16.3
22/05/2010	3.2	3.2
21/05/2010	0	0
20/05/2010	1.9	1.9
19/05/2010	1.1	1.1
18/05/2010	1	1
17/05/2010	11.5	11.5
16/05/2010	6.2	6.2
15/05/2010	0	0
14/05/2010	0	0
13/05/2010	0	0
12/5/2010	0	0
11/5/2010	0	0
10/5/2010	0	0
9/5/2010	0	0
8/5/2010	0	0
7/5/2010	0	0
6/5/2010	0	0
5/5/2010	0	0
4/5/2010	0	0
3/5/2010	24.4	26.1
2/5/2010	0	0
1/5/2010	0	0
30/04/2010	0	0
29/04/2010	0	0
28/04/2010	0	0
27/04/2010	0	0
26/04/2010	0	0
25/04/2010	0	0
24/04/2010	0	0
23/04/2010	0	0
22/04/2010	0	0
21/04/2010	0	0
20/04/2010	0	0
19/04/2010	16	16.2
18/04/2010	4.4	4.4
17/04/2010	0	0
16/04/2010	0	0
15/04/2010	0	0
14/04/2010	9.6	9.6
13/04/2010	4.2	4.2
12/4/2010	0	0
11/4/2010	0	0
10/4/2010	0	0
9/4/2010	0	0
8/4/2010	0	0
7/4/2010	0	0
6/4/2010	0	0
5/4/2010	0	0
4/4/2010	0	0
3/4/2010	0	0
2/4/2010	0	0
1/4/2010	0	0
31/03/2010	0	0
30/03/2010	0	0
29/03/2010	0	0
28/03/2010	0	0
27/03/2010	0	0
26/03/2010	0	0
25/03/2010	0	0
24/03/2010	0	0
23/03/2010	0	0
22/03/2010	0	0
21/03/2010	12.2	12.2
20/03/2010	0	0
19/03/2010	0	0
18/03/2010	52.4	85
17/03/2010	0	0
16/03/2010	0	0
15/03/2010	0	0
14/03/2010	0	0
13/03/2010	0	0
12/3/2010	0	0
11/3/2010	0	0
10/3/2010	0	0
9/3/2010	0	0
8/3/2010	0	0
7/3/2010	0	0
6/3/2010	0	0
5/3/2010	0	0
4/3/2010	0	0
3/3/2010	0	0
2/3/2010	0	0
1/3/2010	0	0
28/02/2010	0	0
27/02/2010	0	0
26/02/2010	0	0
25/02/2010	0	0
24/02/2010	0	0
23/02/2010	0	0
22/02/2010	0	0
21/02/2010	3.2	3.2
20/02/2010	46.9	98.5
19/02/2010	0	0
18/02/2010	0	0
17/02/2010	0	0
16/02/2010	0	0
15/02/2010	18.3	22.5
14/02/2010	30.3	39.5
13/02/2010	20.8	21
12/2/2010	0	0
11/2/2010	0	0
10/2/2010	0	0
9/2/2010	0	0
8/2/2010	4.2	4.2
7/2/2010	4.7	4.7
6/2/2010	14.3	19.2
5/2/2010	45.9	190.8
4/2/2010	7.7	7.7
3/2/2010	32.6	53.4
2/2/2010	18.6	19.6
1/2/2010	8.2	8.2
31/01/2010	24.1	25.8
30/01/2010	0	0
29/01/2010	0	0
28/01/2010	0	0
27/01/2010	0	0
26/01/2010	0	0
25/01/2010	0	0
24/01/2010	0	0
23/01/2010	0	0
22/01/2010	0	0
21/01/2010	0	0
20/01/2010	0	0
19/01/2010	0	0
18/01/2010	26.5	30.2
17/01/2010	0	0
16/01/2010	0	0
15/01/2010	0	0
14/01/2010	0	0
13/01/2010	3.5	3.5
12/1/2010	36.2	49.8
11/1/2010	0.5	0.5
10/1/2010	10.5	10.5
9/1/2010	0	0
8/1/2010	0	0
7/1/2010	0	0
6/1/2010	32.8	39.2
5/1/2010	0.7	0.7
4/1/2010	0	0
3/1/2010	0	0
2/1/2010	0	0
1/1/2010	0	0
31/12/2009	0	0
30/12/2009	0	0
29/12/2009	0.7	0.7
28/12/2009	0	0
27/12/2009	11.5	11.5
26/12/2009	0	0
25/12/2009	9	9
24/12/2009	29.4	38
23/12/2009	2	2
22/12/2009	0	0
21/12/2009	0	0
20/12/2009	36.9	45.3
19/12/2009	0	0
18/12/2009	0	0
17/12/2009	0.2	0.2
16/12/2009	0	0
15/12/2009	0	0
14/12/2009	0	0
13/12/2009	0	0
12/12/2009	29.8	38.6
11/12/2009	15.1	15.2
10/12/2009	0	0
9/12/2009	0	0
8/12/2009	0	0
7/12/2009	0	0
6/12/2009	0	0
5/12/2009	0	0
4/12/2009	0	0
3/12/2009	0	0
2/12/2009	22.3	27
1/12/2009	0	0
30/11/2009	42	53.5
29/11/2009	0	0
28/11/2009	0	0
27/11/2009	0	0
26/11/2009	4.8	4.8
25/11/2009	0	0
24/11/2009	0	0
23/11/2009	4.5	4.5
22/11/2009	41.5	95.8
21/11/2009	5.2	5.2
20/11/2009	1.8	1.8
19/11/2009	18.2	27.2
18/11/2009	18.2	27.2
17/11/2009	40.8	58.5
16/11/2009	0	0
15/11/2009	1.3	1.3
14/11/2009	19	19.2
13/11/2009	0.4	0.4
12/11/2009	0	0
11/11/2009	0	0
10/11/2009	0	0
9/11/2009	0	0
8/11/2009	0	0
7/11/2009	7.4	7.4
6/11/2009	5.2	5.2
5/11/2009	10	10
4/11/2009	10	10
3/11/2009	5.8	5.8
2/11/2009	25.5	27.5
1/11/2009	0	0
31/10/2009	0	0
30/10/2009	0	0
29/10/2009	0	0
28/10/2009	0	0
27/10/2009	0	0
26/10/2009	0	0
25/10/2009	0	0
24/10/2009	24.6	25
23/10/2009	0	0
22/10/2009	0	0
21/10/2009	4.7	4.7
20/10/2009	0	0
19/10/2009	0	0
18/10/2009	0	0
17/10/2009	0	0
16/10/2009	0	0
15/10/2009	0	0
14/10/2009	0	0
13/10/2009	0	0
12/10/2009	2	2
11/10/2009	44	65
10/10/2009	0	0
9/10/2009	0	0
8/10/2009	0	0
7/10/2009	0	0
6/10/2009	0	0
5/10/2009	0	0
4/10/2009	0	0
3/10/2009	0	0
2/10/2009	0	0
1/10/2009	0	0
30/09/2009	0	0
29/09/2009	0	0
28/09/2009	4.9	4.9
27/09/2009	0	0
26/09/2009	0	0
25/09/2009	0	0
24/09/2009	0	0
23/09/2009	4.2	4.2
22/09/2009	0	0
21/09/2009	0	0
